id,team_id,season_id,category,name,value,perGameValue,rank
0d7b266f-bca3-4f43-9996-aaa21de34397,22,2024,punting,netAvgPuntYards,43.611,,19.0
eb1ef5eb-35eb-4ffb-bfc6-161df9df413a,22,2024,punting,puntReturns,10.0,,16.0
6d6796df-75ac-4497-a838-117c197eaca3,22,2024,punting,puntReturnYards,122.0,,12.0
7be50818-c68c-4938-8468-dea9a90aaded,22,2024,punting,punts,18.0,,25.0
6142a294-1110-4632-9a3b-0bfbf3317250,22,2024,punting,puntsBlocked,0.0,,7.0
0fb4665f-b061-424e-a609-797c0b1a2904,22,2024,punting,puntsBlockedPct,0.0,,7.0
d347cc9d-4839-4f31-93f2-eae3bbe365c1,22,2024,punting,puntsInside10,1.0,,29.0
241bb45d-22b8-4027-8cec-b16d36fe0c42,22,2024,punting,puntsInside10Pct,5.556,,29.0
cc799504-1bbe-4038-9416-d4ae9783722e,22,2024,punting,puntsInside20,4.0,,29.0
d7b75748-ca73-44cf-bf12-f7d7f21d9959,22,2024,punting,puntsInside20Pct,22.222,,31.0
e609a7a8-ef99-48e8-bd4a-d1f25709bf0a,22,2024,punting,puntYards,907.0,,24.0
dd239b8f-3417-4906-b314-6792409895dd,22,2024,punting,teamGamesPlayed,6.0,,20.0
6675ca27-f131-4c32-8cde-93cc234866e0,22,2024,punting,touchbackPct,5.556,,24.0
875e1a63-00b4-48db-b8e9-5f76cf9b98ff,22,2024,punting,touchbacks,1.0,,22.0
a3fb8833-a0f1-4cef-afb7-26a23fe2b40d,22,2024,scoring,defensivePoints,0.0,,6.0
9058127a-5ada-43c4-ac6a-fda17c7c0c8a,22,2024,scoring,fieldGoals,11.0,,12.0
2000a6c1-4deb-4743-80f3-4f3ecf5e0dbe,22,2024,scoring,kickExtraPoints,12.0,,20.0
12296737-5c36-4451-bf98-b1441cda1ffb,22,2024,scoring,miscPoints,0.0,,1.0
2e9c32ce-a479-4135-a69b-ce038e33e22d,22,2024,scoring,passingTouchdowns,8.0,,16.0
2f520d9e-7e03-40e4-bd9d-23690b1441e3,22,2024,scoring,receivingTouchdowns,8.0,,16.0
7303ae62-142b-4876-b849-f476e7f4e096,22,2024,scoring,returnTouchdowns,1.0,,9.0
050e22e4-432b-4506-a1cc-6d2aaeedf42b,22,2024,scoring,rushingTouchdowns,4.0,,23.0
0557af9a-c7ea-4809-80d0-ad1213fcf7c3,22,2024,scoring,totalPoints,133.0,,21.0
8f32cd0a-24a3-43e2-9fe3-595bb120a233,22,2024,scoring,totalPointsPerGame,22.167,,18.0
d93d152a-4aa8-4ca7-b2ed-e9add6070ac5,22,2024,scoring,totalTouchdowns,13.0,,21.0
69852aec-64e0-4599-a957-ed600fce6a0f,22,2024,scoring,totalTwoPointConvs,2.0,,1.0
2edf5ae5-1453-4341-abbf-401672ed5db3,22,2024,scoring,twoPointPassConvs,0.0,,8.0
0a980687-ed93-4c82-a783-e85d8aed9070,22,2024,scoring,twoPointRecConvs,0.0,,8.0
379e9d93-d1a9-43f4-8d4b-d14f31cb0db7,22,2024,scoring,twoPointRushConvs,2.0,,1.0
06f646ed-6280-480c-8930-cf40baa09ad0,22,2024,scoring,onePtSafetiesMade,0.0,,1.0
ba6eb627-5981-4242-970a-b3a6b0d02665,22,2024,miscellaneous,firstDowns,111.0,,25.0
4a95fb04-587d-4db4-a8ce-06d756e42f64,22,2024,miscellaneous,firstDownsPassing,52.0,,29.0
